IgG1-FITC_mean,IgG1-FITC_std,IgG1-PE_mean,IgG1-PE_std,CD45-ECD-1_mean,CD45-ECD-1_std,IgG1-PC5_mean,IgG1-PC5_std,IgG1-PC7_mean,IgG1-PC7_std,Kappa-FITC_mean,Kappa-FITC_std,Lambda-PE_mean,Lambda-PE_std,CD45-ECD-2_mean,CD45-ECD-2_std,CD19-PC5_mean,CD19-PC5_std,CD20-PC7_mean,CD20-PC7_std,CD7-FITC_mean,CD7-FITC_std,CD4-PE_mean,CD4-PE_std,CD45-ECD-3_mean,CD45-ECD-3_std,CD8-PC5_mean,CD8-PC5_std,CD2-PC7_mean,CD2-PC7_std,CD15-FITC_mean,CD15-FITC_std,CD13-PE_mean,CD13-PE_std,CD45-ECD-4_mean,CD45-ECD-4_std,CD16-PC5_mean,CD16-PC5_std,CD56-PC7_mean,CD56-PC7_std,CD14-FITC_mean,CD14-FITC_std,CD11c-PE_mean,CD11c-PE_std,CD45-ECD-5_mean,CD45-ECD-5_std,CD64-PC5_mean,CD64-PC5_std,CD33-PC7_mean,CD33-PC7_std,HLA-DR-FITC_mean,HLA-DR-FITC_std,CD117-PE_mean,CD117-PE_std,CD45-ECD-6_mean,CD45-ECD-6_std,CD34-PC5_mean,CD34-PC5_std,CD38-PC7_mean,CD38-PC7_std,CD5-FITC_mean,CD5-FITC_std,CD19-PE_mean,CD19-PE_std,CD45-ECD-7_mean,CD45-ECD-7_std,CD3-PC5_mean,CD3-PC5_std,CD10-PC7_mean,CD10-PC7_std,FL1-Log_mean,FL1-Log_std,FL2-Log_mean,FL2-Log_std,7AAD_mean,7AAD_std,FL4-Log_mean,FL4-Log_std,FL5-Log_mean,FL5-Log_std,label,fcs_file,split
4.1889925,1.2721767,4.386849,0.6359769,5.27636,0.42935312,2.9959717,1.846606,2.4508104,1.6612469,4.7560353,0.76145005,4.9775233,0.55084693,5.2370906,0.50066304,3.1202981,1.8700331,3.7586915,1.3729182,4.6879745,0.91321397,4.3551636,0.8894655,5.2950754,0.35643932,3.0080333,1.862029,2.552238,1.6972117,4.868685,1.4854177,4.9086347,0.7849952,5.2582145,0.47425553,4.3802023,1.9254931,1.999054,1.8441403,4.4498663,1.2862583,4.86397,0.71282,5.257702,0.42214966,4.0734615,1.7516178,4.5077457,1.2174,4.556128,0.89023685,4.4435225,0.6338021,5.2595,0.463364,2.8719823,1.8600765,4.512918,0.9452063,4.4692793,0.8750626,4.478672,0.6363346,5.290508,0.35768107,3.4010153,1.7254921,3.2286544,1.7245717,4.4649057,0.6068947,4.3074584,0.6756529,4.1905184,0.5251001,3.76883,0.9793491,2.5527458,1.4644102,0,0267.FCS,train
4.0314746,1.4008198,3.7329853,1.5546818,5.1432323,0.6077309,2.7164547,1.8016703,3.074797,1.5699193,4.666997,0.84251195,4.424844,1.3827695,5.162344,0.6409818,2.8086765,1.8899012,3.7336302,1.4017832,4.494321,1.1476722,3.9758787,1.4212756,5.1914525,0.55886924,2.8322835,1.8649044,3.3248775,1.5172809,4.439825,1.507419,4.260372,1.6662275,5.150112,0.6710042,3.0740583,2.1545093,2.5793557,1.7679422,4.2181726,1.4436758,4.1256723,1.5758765,5.2091007,0.55644745,3.4830818,1.939649,4.138819,1.5886875,4.526052,0.9327835,4.125575,1.3171799,5.172377,0.61218107,2.8248315,1.817097,4.5339646,0.98324066,4.3814015,0.99375796,3.9960723,1.3873928,5.202748,0.5619435,3.095954,1.7868354,3.1107829,1.6984024,4.237389,1.031077,3.8074872,1.4509169,4.6024647,0.60697657,3.919127,1.3759848,3.623513,1.3396362,0,0063.FCS,train
3.6462564,1.6411908,3.322927,1.8357658,5.3797197,0.30343592,1.9911621,1.9057592,1.8335389,1.6793238,4.5838118,0.9570755,4.531347,1.1201411,5.3733387,0.3586998,2.0598326,2.041616,2.4974587,1.8177335,4.60737,1.2144365,3.6554008,1.9231826,5.3932214,0.2894648,2.5082362,2.1423578,3.1167502,2.007972,3.8278122,2.064596,4.087155,1.8198292,5.3880367,0.35939744,3.252217,2.48348,1.7922761,1.9935396,3.563563,1.8078396,4.061536,1.8044522,5.3799415,0.30077803,2.4029336,2.1586416,3.158765,1.9262903,4.236389,1.4284289,3.3399174,1.866296,5.377827,0.31075642,1.9474373,1.9432003,3.8614073,1.6171848,4.360595,1.4275435,3.3337839,2.0188751,5.381134,0.30869898,3.2090645,2.0787804,2.6858048,2.1264517,4.163729,0.9297094,3.9135752,1.135617,4.2656474,0.47379363,2.4384,1.784622,1.9076575,1.6036823,0,0184.FCS,train
4.298869,0.90414864,3.9813335,1.2142482,5.328077,0.2317535,3.1542563,1.5799497,2.6984744,1.5816482,4.7931523,0.62866914,4.8286743,0.87001723,5.3447547,0.2634869,2.8410683,1.719057,3.1280563,1.4668927,4.7226987,0.6015787,3.9802155,1.2450718,5.3353863,0.24374862,3.1510012,1.6558015,2.640561,1.6525965,4.9908414,1.2353425,4.744978,1.277061,5.3200507,0.34377038,4.3644843,1.6719049,1.8490225,1.8030084,4.4934645,0.9773561,4.876591,1.1182759,5.34651,0.23519614,3.8249757,1.5790385,4.4044123,1.0978452,4.4967227,0.7133786,3.9935331,1.2264062,5.3494396,0.23964213,3.0299432,1.6290269,4.3370085,0.7803651,4.482561,0.6767295,3.9748032,1.2860047,5.357647,0.23311207,3.3164554,1.5721703,3.6272793,1.659772,4.4020467,0.5863363,4.269142,0.6533197,4.397108,0.33511254,3.203471,1.350612,2.5245497,1.480104,0,0140.FCS,train
4.4205923,0.89925027,4.1941624,0.9844997,5.2644744,0.27244982,2.7259285,1.6898798,2.5308256,1.5564954,4.750591,0.59475636,4.803969,0.76390374,5.2558866,0.28766203,2.3854837,1.7691329,3.0614698,1.4316907,4.745005,0.542076,4.291094,0.85634124,5.2702427,0.2708013,2.6303654,1.7449776,2.5686688,1.6130779,5.0985384,1.0273105,4.9791365,0.9632082,5.262198,0.3019482,4.319761,1.8655356,1.8122672,1.7963747,4.550337,0.95712364,4.7128286,0.9436712,5.261058,0.2758217,3.3974698,1.8475634,4.5566688,1.2020688,4.537563,0.69284457,4.2014866,0.9754194,5.257918,0.28442088,2.6147509,1.7114265,4.5257487,0.8269013,4.526577,0.74924016,4.196419,1.0498942,5.256639,0.2776799,2.9159377,1.6843052,3.3091218,1.662556,4.5242887,0.53649116,4.329937,0.6563966,4.5051136,0.19339071,3.1953015,1.3092035,2.5579193,1.4397087,0,0286.FCS,train
4.1101294,1.280379,4.031434,1.1631548,5.369667,0.4870385,3.3112638,1.615212,2.6794047,1.6787544,4.9693656,0.9305723,5.1578927,0.81096077,5.3621984,0.52561975,3.0359464,1.7879573,3.944671,1.1976926,4.8195868,0.9867448,4.038691,1.2033534,5.378794,0.44040298,3.037751,1.7715598,2.6577506,1.75853,4.9569435,1.4908122,4.9850745,0.93333256,5.388855,0.4562809,4.4518394,1.8586785,1.6386602,1.8739322,4.56594,1.3278456,4.786334,1.002998,5.382172,0.4465777,4.58792,1.496406,4.5062594,1.1976588,4.222304,1.2249552,4.2331023,1.0003885,5.360228,0.51087815,3.1729093,1.6849558,4.425236,1.0904076,4.2709417,1.0243301,4.029841,1.1815449,5.3675103,0.48205987,3.4329333,1.6041986,3.088589,1.7164316,4.2800093,0.86921096,4.2301717,0.7860765,4.415795,0.42296475,3.177835,1.4214377,2.748931,1.5033821,0,0274.FCS,train
4.0127635,1.0751666,3.7181883,1.2653817,5.2210093,0.30696794,3.5204391,1.422635,2.3654447,1.6025662,4.7699146,0.913236,4.8514986,0.9680971,5.247701,0.33487794,3.3752189,1.5903143,3.0775833,1.4251744,4.5859017,0.7346441,3.7598515,1.281919,5.2663217,0.30202,3.5683718,1.4232951,2.3917534,1.658355,4.9514675,1.3270164,4.6706076,1.2130313,5.250044,0.35830286,4.3775663,1.7065916,1.6611472,1.7235178,4.3475895,1.1500357,4.3836036,1.2630398,5.2550077,0.30597174,4.2655506,1.4305302,4.4506736,1.1157964,4.325272,0.8672671,3.9095488,1.1842849,5.2476645,0.32479843,3.6525762,1.3708583,4.57056,0.7646913,4.2325625,0.7351655,3.7870245,1.2985504,5.2523465,0.31621096,3.7315898,1.349096,3.042807,1.7950648,4.2109323,0.5016655,3.9813707,0.86988586,4.3540287,0.31213808,3.7600734,1.1593515,2.3787887,1.5333703,0,0350.FCS,train
4.023002,1.339733,3.6212997,1.5418488,5.3225694,0.335419,3.160372,1.7663907,2.6876009,1.5603554,4.845894,0.75590557,4.659746,1.3766235,5.3320417,0.38005653,3.0805664,1.8331163,3.2389436,1.4401933,4.784348,0.74551266,3.6291893,1.5999386,5.363837,0.31235015,3.3603714,1.8313584,2.874122,1.6984735,4.805224,1.6255136,4.4718847,1.6879042,5.330247,0.41876382,4.4737325,1.729066,1.8786712,1.7932092,4.2750325,1.4554731,4.3233604,1.564032,5.3515415,0.3447275,4.3077807,1.6721919,4.348207,1.3856958,4.622888,0.7859008,3.8989408,1.382208,5.355071,0.3246943,3.2577753,1.7474098,4.654258,0.79808927,4.484575,0.7011326,3.557758,1.6019439,5.3562884,0.32529575,3.6148224,1.6746997,3.1309614,1.6934167,4.3250546,0.6393271,4.212574,0.6870026,4.2305517,0.4514937,3.666399,1.1907037,2.906544,1.2743536,0,0335.FCS,train
3.7920294,1.547654,3.8256977,1.3483703,5.2531962,0.3200665,2.7048237,1.7221788,2.625878,1.6035194,4.6236615,0.9629878,4.7645426,0.91592914,5.2453985,0.31155202,1.8873416,1.9532981,3.611757,1.3586289,4.6754766,1.0889121,3.7501357,1.6977572,5.249036,0.2778149,3.1977394,1.8246372,3.2671726,1.6608778,4.498472,1.7029225,4.517918,1.3147265,5.245152,0.38343513,3.1611216,2.2339447,2.5637088,1.7774531,4.0502462,1.6401868,4.325163,1.2791932,5.2620506,0.27178916,3.0986004,2.1366367,4.3433175,1.4158934,4.583161,0.9352604,3.9833875,1.2839434,5.2459874,0.31740323,2.553248,1.7558904,4.572999,0.97023135,4.4552054,1.0279052,3.5440578,1.8438752,5.25502,0.3131593,3.4332051,1.7387524,2.8663683,1.7064251,4.2441325,0.7336346,4.063711,0.8735477,4.2973766,0.3923203,2.6581984,1.5554322,2.3765917,1.5571753,0,0204.FCS,train
4.3103,1.0432607,4.3501115,0.6924677,5.262763,0.3862,3.53441,1.6189705,2.354662,1.6706195,4.938747,0.8589614,5.100209,0.61122835,5.250648,0.4556088,3.8062038,1.4885086,3.5471745,1.327913,4.8644066,0.7384723,4.3606114,0.7884537,5.2798743,0.38660866,3.4538925,1.682085,2.322499,1.7300777,4.962809,1.3254253,4.9555893,0.82303333,5.1721053,0.7164963,4.598481,1.5664383,1.6953121,1.7798405,4.6053915,1.1972636,4.7535777,0.8152296,5.2609167,0.43321228,4.6556964,1.4133354,4.5854087,1.3366883,4.5302,0.89499205,4.4286613,0.6331069,5.2780232,0.4106891,3.6252096,1.5758914,4.8115554,0.7426137,4.4741416,0.7256358,4.3378634,0.75940156,5.2795362,0.4059483,3.764401,1.5083675,2.6111073,1.7837138,4.4395175,0.68821317,4.2332807,0.84740293,4.2735076,0.45629114,4.08148,0.8779779,2.4865882,1.552597,0,0025.FCS,train
4.2068224,0.90286255,3.5449886,1.4936647,5.3105187,0.29536602,2.710976,1.7140318,2.6740153,1.5788723,4.804023,0.6604301,4.704698,1.104272,5.318387,0.30894268,2.463061,1.8011492,3.3103054,1.3817173,4.7834673,0.57689345,3.781352,1.317097,5.333803,0.23643595,2.5235887,1.7845771,2.6956787,1.6581327,5.0965385,1.1179216,4.5779576,1.4007127,5.318849,0.28932086,4.475452,1.7732865,1.3487564,1.7250369,4.610052,1.0182093,4.4760523,1.381225,5.314611,0.295507,3.8763444,1.6981785,4.6379843,1.0913635,4.328237,0.83338726,3.5882845,1.5142796,5.3302383,0.26571494,2.559978,1.7599083,4.5829144,0.79585415,4.4243712,0.57236755,3.6322515,1.4878286,5.340564,0.23146766,3.0567157,1.7119299,3.2151198,1.7552382,4.3121634,0.5530829,4.1687756,0.6431021,4.2849193,0.38915968,3.1592593,1.1771883,2.5590816,1.4241153,0,0275.FCS,train
4.223366,1.1468538,4.346887,0.62598246,5.2002325,0.37052047,3.0285153,1.7334523,2.20551,1.5780039,4.680206,0.9202483,4.868843,0.60332876,5.2003293,0.37540266,2.9664698,1.7794454,3.1511087,1.4226351,4.78815,0.70649916,4.4440856,0.6029389,5.206992,0.337177,3.126724,1.7275776,2.528515,1.6375662,4.9374104,1.247031,4.9240074,0.7260525,5.2052684,0.3793242,4.401465,1.6739421,1.5318042,1.6901077,4.532733,1.1970521,4.7864227,0.6764828,5.223216,0.33383182,4.1588216,1.6010288,4.317561,1.2833792,4.4754148,0.8991028,4.4570312,0.5307145,5.2155123,0.37141582,3.116613,1.7113925,4.5401845,0.8130071,4.5228853,0.7105351,4.352973,0.7781918,5.2088776,0.34846604,3.5584023,1.5721868,3.047716,1.7418602,4.422445,0.64273286,4.3458376,0.5441749,4.1423216,0.49687743,3.690409,0.95915145,2.5196815,1.3849287,0,0050.FCS,train
3.8215046,1.3980244,3.830338,1.1880132,5.303798,0.23881821,2.765089,1.7144223,2.2453113,1.6903063,4.567613,0.8953923,4.832292,0.71048445,5.282109,0.30031845,2.2172177,1.8716592,3.0366228,1.5730561,4.425004,0.98498344,4.170379,0.9125258,5.305675,0.22836947,2.5673175,1.8528801,2.3706741,1.7977014,4.9185123,1.5111995,4.869827,0.9699153,5.2807755,0.4126156,3.6150417,2.1165128,1.5050871,1.8080482,4.0740027,1.3978761,4.6312456,0.92551047,5.2972445,0.2458835,3.714088,1.7367368,4.3034525,1.218027,4.230963,1.1327273,4.3412213,0.82649136,5.2933993,0.24818948,2.721206,1.75628,4.350953,0.9984329,4.119327,1.0724031,3.9945219,1.108655,5.291546,0.24247205,2.9451096,1.7783602,2.8698893,1.8495216,4.0144296,0.9720362,3.913312,0.89842606,4.218928,0.42730927,2.9482975,1.531797,2.3195152,1.5530587,0,0162.FCS,train
4.1968255,1.1969843,4.3339734,0.7181466,5.0365667,0.6176294,3.0942223,1.6791486,2.1463385,1.5761023,4.603486,0.9116681,4.734361,0.70965433,5.08275,0.5607323,3.2010832,1.6512911,2.8723397,1.491783,4.6489296,0.7815012,4.465723,0.6010885,5.115793,0.46449327,3.1922257,1.6702086,2.3927724,1.656486,4.8592973,1.1621647,4.8412075,0.7410084,5.0606127,0.6571624,4.3016,1.6259735,2.0600097,1.7330323,4.4166827,1.1151885,4.7229815,0.7100352,5.0965943,0.5011655,4.0035872,1.606241,4.100932,1.4673593,4.423419,1.0254364,4.4684005,0.653248,5.065839,0.5576472,3.1409545,1.6726577,4.301928,1.2120796,4.3948703,0.9571301,4.3618574,0.7344802,5.07272,0.5665844,3.3966591,1.6193142,2.657221,1.7631184,4.484906,0.6778012,4.2794275,0.7676061,4.225855,0.419794,3.7969017,1.0062405,2.3203933,1.5063521,0,0075.FCS,train
4.310441,0.9583585,4.446328,0.48642382,5.305646,0.3459202,3.3864813,1.4141792,2.662615,1.5901923,5.1643543,0.33222067,5.2333612,0.3064218,5.2782845,0.45090073,3.3551095,1.5330215,3.4128337,1.3469158,4.709344,0.70131767,4.4948587,0.49902236,5.3281965,0.3236725,3.2630062,1.5280845,2.772453,1.6158292,4.95595,1.2230121,4.9158893,0.56136084,5.3009653,0.407181,4.090916,1.6602042,1.7844629,1.7501395,4.5011063,1.0665746,4.7293715,0.5573583,5.327753,0.34128165,4.4751163,1.3124297,4.159013,1.161707,4.5087905,0.8682826,4.5716987,0.4017591,5.3241534,0.3745909,3.3186495,1.4794188,4.845033,0.6499025,4.4636626,0.6919559,4.4855447,0.51803666,5.322525,0.34598485,3.5254102,1.4140298,3.0630944,1.6861073,4.4332685,0.5690681,4.252931,0.7165426,4.3095117,0.49941146,3.4564486,1.2096679,3.120485,1.26053,0,0252.FCS,train
4.0298557,1.4895474,4.5178375,0.58238167,5.4950924,0.38581952,3.2497396,1.7255591,2.176696,1.787272,4.7503457,0.9252269,4.996793,0.44666097,5.514382,0.3617876,3.1671271,1.779077,2.5864742,1.7710371,4.756925,0.7797548,4.574184,0.8387661,5.5151935,0.29219955,3.4372609,1.7030033,2.7023227,2.0053055,4.339448,1.9001504,5.0939307,0.6957952,5.493349,0.41965848,4.3728495,1.9197471,1.4223568,1.9369966,4.0466523,1.5615592,5.0261126,0.62302333,5.524506,0.25687104,3.5955224,1.7703805,3.7246234,1.7025765,4.0948,1.5279762,4.57052,0.50066847,5.521787,0.2623331,3.1354256,1.793136,4.259151,1.2705258,4.573846,1.043987,4.4579377,0.8243288,5.4881086,0.3754105,3.8522615,1.6312072,3.4338946,2.0126822,4.443873,0.80627006,4.4085073,0.62251234,4.210409,0.6927586,3.3562195,1.360964,2.6798146,1.5002539,0,0126.FCS,train
4.154516,1.2671179,4.4510345,0.5333344,5.508867,0.2564999,3.1999989,1.6643645,2.333695,1.7591022,4.6760507,1.1090407,5.03277,0.36127684,5.5112486,0.2355893,3.034024,1.7507542,3.0509892,1.6325169,4.746195,0.66733795,4.501453,0.5282816,5.5153303,0.21114844,3.045568,1.7334428,2.3435662,1.8289375,5.0335937,1.3690753,5.2355514,0.5385496,5.503874,0.25641617,4.5991406,1.5172786,1.3781779,1.7528001,4.4444947,1.3398674,4.973538,0.5261879,5.516296,0.24290025,4.159378,1.4315803,4.644768,1.212782,4.32813,1.1219362,4.5045595,0.47967923,5.5140967,0.24333861,3.0494094,1.7337816,4.6799,0.79987985,4.448967,0.74819887,4.5311103,0.5105909,5.5131006,0.2372229,3.3826385,1.6558058,3.5189567,1.891131,4.4778595,0.51905084,4.396515,0.4571753,4.2691846,0.46089935,3.4258838,1.0748292,2.8875256,1.3628392,0,0081.FCS,train
4.2646637,1.3446119,4.4177694,0.85698795,5.3889437,0.32184333,3.121902,1.6668484,2.8651845,1.6194078,4.8018355,0.8116555,4.994413,0.5700355,5.3741603,0.38298938,2.6096883,1.8178327,3.2706423,1.5773532,4.870147,0.7074169,4.423231,1.0670786,5.4005733,0.2980506,3.0957408,1.7398367,2.987405,1.7287599,4.7222,1.7536411,4.967096,0.94756895,5.3635716,0.41563728,4.070255,1.9984411,1.808862,1.918948,4.2980723,1.5219822,4.8862085,0.8664003,5.368698,0.36685124,3.4542725,1.9180887,4.3900456,1.49402,4.5306683,1.1090661,4.499465,0.74597776,5.386846,0.33885375,2.8696222,1.7382339,4.533513,1.0494899,4.5421553,1.051147,4.3466034,1.0760117,5.3820286,0.33441317,3.3089466,1.6724306,3.3741498,1.8046786,4.5306935,0.7285015,4.363144,0.8175713,4.473317,0.43311623,3.2412386,1.3876352,2.707043,1.4859886,0,0258.FCS,train
3.0799422,1.6725237,3.6102295,1.2207764,4.7712517,1.034168,1.5571772,1.6712073,2.3889008,1.5708175,4.197951,1.5392612,4.5746503,1.0707991,4.868184,1.0716028,1.4146348,1.7164246,3.2584975,1.5148782,3.8458073,1.7221227,3.560296,1.39273,4.9642806,0.9010417,1.2176591,1.5909859,2.2539396,1.5838608,3.8694677,2.201752,4.1839404,1.464415,4.6747675,1.1801049,3.3978405,2.2527988,1.8432927,1.7178826,3.5354385,1.8267033,4.2165446,1.3323208,4.8686986,1.0002824,3.3236318,1.9481337,3.887957,1.5843455,3.1085544,1.7619253,3.4557338,1.3982749,4.8064957,1.0329759,1.5938895,1.7140077,3.8409524,1.5370468,3.7962894,1.701367,3.406944,1.4643625,4.914177,0.950862,1.6225008,1.7375115,3.1442714,1.6676954,3.3832564,1.5065005,3.6661482,1.1245013,3.946168,0.78231406,2.6168315,1.5207628,2.4723384,1.500748,0,0303.FCS,train
3.9079,1.5195811,4.3000565,0.7947405,5.221762,0.5724831,2.6203403,1.9293364,2.2558436,1.633564,4.7154107,1.010708,4.9086657,0.6742923,5.1776576,0.631253,2.8246088,1.9606304,3.10496,1.5755845,4.5309315,1.2024083,4.3638844,0.8963516,5.231977,0.5376254,2.8732436,1.9522429,2.894497,1.6890057,4.561152,1.5543215,4.8138556,0.99607575,5.2034273,0.65493083,4.124953,2.1069603,1.6617273,1.7810724,4.0688877,1.5603602,4.746382,0.8224897,5.2138214,0.57385373,3.509446,2.0691223,3.9653718,1.7199492,4.5160136,1.0575142,4.360354,0.77425504,5.1896877,0.60739887,2.6774352,1.9246366,4.3963046,1.0285772,4.352873,1.142792,4.3836293,0.84452766,5.1926503,0.60631716,3.2880747,1.8474563,2.8817964,1.83537,4.3845,0.73560673,4.2727284,0.70828724,4.0995255,0.65316075,3.50839,1.2413661,2.6016343,1.4090178,0,0143.FCS,train
4.1318183,1.2750175,3.2868109,1.9583216,5.179224,0.4849632,2.9857917,1.8430955,1.9196713,1.700755,4.743403,0.92765576,4.499958,1.5222689,5.1715016,0.60149115,3.3387516,1.8140137,2.4021602,1.7693025,4.517291,1.1786482,3.8268552,1.6997536,5.21334,0.5080765,3.0569918,1.8799602,2.2109787,1.9726086,4.5458517,1.5808301,4.0237017,1.9743962,5.1904526,0.5810331,3.7910945,2.3275504,1.233127,1.7083334,4.175627,1.4040637,3.7299278,2.0251005,5.1905017,0.53643745,3.5421531,2.0699344,3.4715004,1.8994036,4.5068717,1.1979231,3.803837,1.6473917,5.192844,0.5523074,3.0166519,1.8173113,4.3633814,1.2429298,4.403899,1.2068578,3.775554,1.7514839,5.1743326,0.54101306,3.6146095,1.7133101,2.1736023,1.9498718,4.2413783,1.1107668,4.165558,0.8834133,4.0403533,0.65196526,3.2687316,1.4207177,1.473691,1.5487556,0,0213.FCS,train
4.3411527,1.3550215,4.6736584,0.46734723,5.5113215,0.22383362,3.5882463,1.5165942,2.5917163,1.7296761,4.879782,1.0312926,5.1592584,0.4637538,5.512199,0.23414612,3.5394142,1.5921216,3.068241,1.6451621,4.848872,0.6958796,4.678071,0.7717921,5.5168734,0.19947748,3.6971333,1.5102055,3.0295265,1.7821035,4.621406,1.7191069,5.0991864,0.6496971,5.514917,0.27190587,4.5637093,1.811726,1.2998413,1.8445146,4.3765974,1.4328583,5.209208,0.5787903,5.5107136,0.20566767,4.1445203,1.5820963,4.1584363,1.5667585,4.7131467,0.8642884,4.699938,0.42323613,5.508026,0.21142194,3.5759585,1.5272298,4.1244807,1.161674,4.7981825,0.761832,4.6630235,0.66786283,5.5057054,0.21142459,4.1170197,1.2404157,3.9358494,1.8299705,4.6770005,0.5675173,4.587928,0.49901968,4.4157887,0.62584996,3.7805395,1.1532737,3.1439192,1.3145518,0,0011.FCS,train
4.0700617,1.6129822,3.705195,1.8173336,5.1846824,0.68281096,3.4839175,1.7129922,2.4452887,1.738037,4.7679358,1.2404892,4.9608564,0.9399282,5.1883984,0.7775792,3.2275047,1.8871771,2.545636,1.735952,4.6487255,1.2572979,4.1311564,1.4530109,5.196235,0.7090675,3.821159,1.6395684,2.904943,1.8224903,4.3518834,1.9590899,4.4357224,1.8072749,5.1558194,0.84925765,4.3315244,1.9952765,1.6050848,1.8535069,4.0533657,1.7679214,4.3284826,1.7589865,5.166502,0.75782204,3.9887738,1.8919588,3.8666925,1.8398407,4.517112,1.3726895,3.9131925,1.6628648,5.1891775,0.71702296,3.451448,1.7438962,3.9669757,1.3530825,4.4408684,1.3824251,3.7438323,1.8277365,5.1879125,0.6948465,4.089215,1.4255832,3.064779,1.949639,4.157286,1.4247177,4.3459735,0.8205259,4.120548,0.831212,3.5835757,1.4839058,2.3819175,1.6076672,0,0245.FCS,train
3.6532757,1.6489388,3.3652797,1.7177631,5.3823,0.2990603,2.376842,1.8406699,1.8469805,1.6712958,4.4583483,1.1060215,4.3718066,1.4446205,5.3635516,0.39439145,2.0011961,1.8960096,2.4816785,1.7135597,4.6395593,1.0028126,3.8590717,1.5759815,5.353001,0.35774967,2.4118845,2.0358958,2.8248777,1.973241,4.357277,1.9498622,4.4092183,1.6811099,5.3252983,0.47311273,3.9882278,2.2538776,1.3870515,1.8082244,3.7842615,1.7270439,4.1733136,1.8063124,5.376016,0.3055963,2.7487118,2.1129391,3.7332582,1.7092695,4.0465717,1.4352468,3.3180137,1.7599454,5.3820515,0.31621227,2.2502062,1.8988124,4.2040405,1.2796499,4.39415,1.1974459,3.2880738,1.8659265,5.364446,0.3425485,3.1904588,1.940686,2.9050176,2.0662408,4.14654,0.91924566,4.0091295,0.95380145,4.2617607,0.41001907,2.321318,1.6712263,1.9610248,1.5867429,0,0300.FCS,train
4.01241,1.0925817,3.4177709,1.6205226,5.272691,0.34202832,2.768306,1.7367074,2.937289,1.4991518,4.8580427,0.7020501,4.765941,1.1067618,5.282488,0.44966322,2.70797,1.8231171,3.1497953,1.489342,4.4842124,0.8274094,3.7030597,1.4779352,5.295475,0.32758957,2.6885302,1.8000528,2.8713176,1.6859795,4.7572803,1.4279354,4.59761,1.4317595,5.26721,0.40287596,3.9825244,2.0437796,1.6990851,1.8230689,4.1526155,1.1941279,4.4619203,1.5388045,5.29011,0.34177008,3.6026525,1.8109024,4.131469,1.307637,4.2855835,0.96916384,3.6690495,1.4598142,5.2888336,0.35308602,2.7581327,1.7376705,4.188766,0.9364536,4.3259063,0.82496387,3.6236598,1.6432508,5.3164606,0.3349402,3.2896495,1.684198,3.2659469,1.8257233,4.1082034,0.7399919,3.98844,0.8665632,4.247148,0.4264819,3.0427713,1.3464979,2.4713557,1.4879528,0,0242.FCS,train
4.1484647,1.0732481,3.9978302,1.0811738,5.412041,0.25376254,3.1005223,1.6368341,2.643012,1.6054646,4.7355814,0.7829813,4.9741793,0.71759903,5.4139104,0.26768693,1.6969848,1.8663535,3.1689773,1.4597329,4.597018,0.6884269,4.040099,1.1908711,5.4143076,0.25042993,2.8805368,1.7815576,2.7656305,1.6824062,5.0909367,1.2964988,4.9770207,1.1888613,5.423433,0.27727693,4.7019706,1.7648896,2.6373148,1.9090642,4.3609223,1.1254988,4.8815346,1.0223317,5.412363,0.2630171,2.8673022,2.1001914,4.2149143,0.97269166,4.207154,1.0824842,4.1126256,1.003238,5.4048085,0.27714813,3.0862298,1.6756631,4.4699,0.85488296,4.3311253,0.8673776,3.977429,1.3261194,5.419629,0.24256985,3.2649722,1.66514,3.946412,1.5666261,4.3608465,0.59505624,4.1793585,0.7925044,4.388605,0.32789493,3.1098962,1.3855253,2.5842388,1.4792217,0,0013.FCS,train
4.383345,0.68553406,3.9264047,1.1588435,5.3163233,0.28908363,3.8921976,1.2310977,1.5926642,1.616892,4.9475193,0.4846126,5.071654,0.49632666,5.3049936,0.3306578,3.8694026,1.2573575,2.2617157,1.6585219,4.7098594,0.47065657,4.0879474,0.95525724,5.321395,0.2598161,3.9580662,1.2243365,1.561281,1.7006389,5.2098756,0.8573459,5.041384,0.8531238,5.291681,0.31554997,5.3840923,0.9534108,0.68816274,1.4399654,4.6748376,0.74437726,5.126428,0.8290514,5.2791777,0.324349,4.71267,0.87327015,4.2332816,1.076858,4.543855,0.56476593,4.051887,1.0010164,5.3209667,0.29975185,3.9951916,1.1209731,4.6671796,0.7231911,4.4534917,0.56568605,3.9691432,1.1432012,5.293821,0.32948622,4.0681624,1.0704843,3.4140494,1.6461825,4.4388313,0.48757634,4.2792473,0.53711885,4.094641,0.4682167,3.7384655,0.8263514,1.5992795,1.543751,0,0173.FCS,train
